"","X","MES","FECHA","LINEA","ACTIVIDAD","INSTITUCIÓN","POBLACIÓN","DIRECCIÓN","BARRIO","COMUNA","PERSONAS SENSIBILIZADAS","MUJERES","HOMBRES","NIÑO","JOVEN","ADULTO","P.MAYOR","PEATÓN","CICLISTA","MOTOCICLISTA","CONDUCTOR","ACOMPAÑANTE.Y.O.PASAJERO","HOMBRES","JOVEN..14.a.28.años..1","ADULTO..29.a.59.años..1","PERSONA.MAYOR..60..años.y.más..1","PEATÓN.1","CICLISTA.1","MOTOCICLISTA.1","CONDUCTOR.1","ACOMPAÑANTE.Y.O.PASAJERO.1","No..DE.PROFESIONALES.VINCULADOS","No..DE.AUXILIARES.VINCULADOS","No..DE.PROFESIONALES.CONTRATISTAS","No..DE.AUXILIARES.CONTRATISTAS","NCOMUNA"
"2102",2102,"Noviembre","jueves, 08 de noviembre de 2018","Parque Educativo de Movilidad","Taller de educación vial","Institución Educativa Santa Juana de Lestonac","Niños y niñas de instituciones educativas entre 6 y 14 años.
","Cra 53 76 115","Miranda ","Comuna4Aranjuez",41,41,0,"32",0,3,0,41,0,0,0,0,"20",0,0,0,0,0,0,0,0,0,0,1,3,4
"2103",2103,"Noviembre","jueves, 08 de noviembre de 2018","Parque Educativo de Movilidad","Taller de educación vial","Institución Educativa Santa Juana de Lestonac","Niños y niñas de instituciones educativas entre 6 y 14 años.
","Cra 53 76 115","Miranda ","Comuna4Aranjuez",44,44,0,"38",0,3,0,44,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,1,3,4
"2104",2104,"Noviembre","miércoles, 07 de noviembre de 2018","Parque Educativo de Movilidad","Taller de educación vial","Institucion Educativa El Picachito","Niños y niñas de instituciones educativas entre 6 y 14 años.
","Cra 53 76 115","San Bernardo","Comuna4Aranjuez",25,15,10,"41",0,1,0,15,0,0,0,0,"0",0,1,0,10,0,0,0,0,0,0,1,3,4
"2105",2105,"Noviembre","miércoles, 07 de noviembre de 2018","Parque Educativo de Movilidad","Taller de educación vial","Institución Educativa Santa Juana de Lestonac","Actores Viales en General","Cra 53 76 115","El Poblado","Comuna4Aranjuez",41,41,0,"14",0,0,0,41,0,0,0,0,"9",0,0,0,0,0,0,0,0,0,0,1,3,4
"2106",2106,"Noviembre","viernes, 09 de noviembre de 2018","Parque Educativo de Movilidad","Taller de educación vial","Institución Educativa Santa Juana de Lestonac","Actores Viales en General","CL 50 CR 77B","El Poblado","Comuna4Aranjuez",49,48,1,"41",0,4,0,48,0,0,14,0,"0",0,1,0,1,0,0,0,0,0,0,2,10,4
"2107",2107,"Noviembre","martes, 06 de noviembre de 2018","Intervenciones en vía y trámites","Intervención en vía pública buen parqueo","Intervención Buen Parqueo Belén","Actores Viales en General","CL 77 Cra 55","Caribe","Comuna16Belén",610,143,467,"44",41,85,17,89,0,24,7,16,"0",65,340,62,137,5,110,181,34,0,0,2,6,16
"2108",2108,"Noviembre","jueves, 08 de noviembre de 2018","Intervenciones en vía y trámites","Intervención en vía pública buen parqueo","Intervención Buen Parqueo El Poblado","Conductores amonestados","CL 77 Cra 55","Caribe","Comuna14ElPoblado",134,27,107,"0",1,23,3,9,0,11,14,0,"0",3,103,1,17,0,42,47,1,0,0,2,6,14
"2109",2109,"Noviembre","viernes, 09 de noviembre de 2018","Intervenciones en vía y trámites","Intervención en vía pública buen parqueo","Intervención Buen Parqueo El Poblado","Conductores amonestados","CL 77 Cra 55","Miranda","Comuna14ElPoblado",193,71,122,"0",12,59,0,43,0,8,0,6,"0",17,103,1,45,0,19,50,8,1,0,1,0,14
"2110",2110,"Noviembre","martes, 06 de noviembre de 2018","Curso de amonestados","Taller de educación vial","Secretaría de Movilidad ","Conductores amonestados","Calle 5 # 45-62","Miranda","Comuna5Castilla",28,2,26,"0",1,1,0,0,0,2,0,0,"1",10,15,1,0,0,10,15,1,1,0,1,0,5
"2111",2111,"Noviembre","martes, 06 de noviembre de 2018","Curso de amonestados","Taller de educación vial","Secretaría de Movilidad ","Conductores amonestados","Calle 103EE  #63D-70","Miranda","Comuna5Castilla",1,0,1,"0",0,0,0,0,0,0,2,0,"0",0,1,0,0,0,0,1,0,1,0,1,2,5
"2112",2112,"Noviembre","miércoles, 07 de noviembre de 2018","Curso de amonestados","Taller de educación vial","Parque Educativo de Movilidad","Conductores amonestados","Cll 8b # 85- 165 Puerto seco 1 ","Miranda","Comuna4Aranjuez",18,2,16,"0",0,2,0,0,0,0,0,0,"0",4,10,2,0,0,3,13,0,1,0,1,2,4
"2113",2113,"Noviembre","miércoles, 07 de noviembre de 2018","Curso de amonestados","Taller de educación vial","Parque Educativo de Movilidad","Conductores amonestados","Carrera 68a # 44b-13","Miranda","Comuna4Aranjuez",24,4,20,"0",2,2,0,0,0,4,4,0,"0",5,13,2,0,0,6,14,0,1,0,1,2,4
"2114",2114,"Noviembre","jueves, 08 de noviembre de 2018","Curso de amonestados","Taller de educación vial","Parque Educativo de Movilidad","Conductores amonestados","CLL.8 ENTRE CRA43A YCRA43E","Miranda","Comuna4Aranjuez",21,4,17,"0",0,4,0,0,0,0,1,0,"0",3,13,1,0,0,2,15,0,1,0,1,2,4
"2115",2115,"Noviembre","jueves, 08 de noviembre de 2018","Curso de amonestados","Taller de educación vial","Parque Educativo de Movilidad","Conductores amonestados","CL 50 CR 77B","Cuarta Brigada","Comuna4Aranjuez",17,4,13,"0",3,1,0,0,0,3,2,0,"0",5,7,1,0,0,4,9,0,1,0,1,2,4
"2116",2116,"Noviembre","viernes, 09 de noviembre de 2018","Curso de amonestados","Taller de educación vial","Parque Educativo de Movilidad","Actores Viales en General","TV 78  65 32","Miranda ","Comuna4Aranjuez",43,2,41,"0",0,2,0,0,0,0,0,0,"0",8,31,2,0,0,4,37,0,1,0,1,2,4
"2117",2117,"Noviembre","viernes, 09 de noviembre de 2018","Curso de amonestados","Taller de educación vial","Parque Educativo de Movilidad","Niños y niñas de instituciones educativas entre 6 y 14 años.
","Calle 19 # 43g-169","Miranda ","Comuna4Aranjuez",9,1,8,"0",0,1,0,0,0,1,1,0,"0",1,7,0,0,0,3,5,0,0,0,1,6,4
"2118",2118,"Noviembre","jueves, 08 de noviembre de 2018","Intervenciones en vía y trámites","Intervención en vía sitio de mayor incidentalidad","Intervención en vía pública Cuarta Brigada","Niños y niñas de instituciones educativas entre 6 y 14 años.
","Calle 5A # 39-194","Miranda ","Comuna11LaurelesEstadio",516,240,276,"0",44,153,38,234,0,0,0,5,"0",74,148,45,242,3,8,21,2,0,0,1,3,11
"2119",2119,"Noviembre","viernes, 09 de noviembre de 2018","Parque Educativo de Movilidad","Taller de educación vial","Institución Educativa Fe y alegría villa de la candelaria","Niños y niñas de instituciones educativas entre 6 y 14 años.
","Carrera 73 a # 30 b -95","Patio Bonito","Comuna4Aranjuez",34,19,15,"5",0,3,0,19,0,0,0,0,"9",0,0,0,15,0,0,0,0,0,0,1,3,4
"2120",2120,"Noviembre","viernes, 09 de noviembre de 2018","Parque Educativo de Movilidad","Taller de educación vial","Institución Educativa Fe y alegría villa de la candelaria","Empresas comerciales y de servicios ","CR 43A # 6 Sur-15","Feria de Ganados","Comuna4Aranjuez",38,19,19,"16",0,3,0,19,0,0,0,0,"15",0,0,0,19,0,0,0,0,0,0,1,3,4
"2121",2121,"Noviembre","viernes, 09 de noviembre de 2018","Parque Educativo de Movilidad","Taller de educación vial","Institución Educativa Santa Juana de Lestonac","Empresas comerciales y de servicios ","CR 43A #30-25","Campo Amor","Comuna4Aranjuez",46,46,0,"16",0,3,0,46,0,0,1,0,"19",0,0,0,0,0,0,0,0,0,1,0,0,4
"2122",2122,"Noviembre","martes, 06 de noviembre de 2018","Empresas","Reunión diagnóstica inicial en empresas","Aseo y Sostenimiento  S.A.","Empresas comerciales y de servicios ","CR 43A # 6 Sur-15","Naranjal","Comuna14ElPoblado",3,2,1,"43",1,1,0,0,0,0,0,1,"0",0,1,0,0,0,1,0,0,0,1,0,0,14
"2123",2123,"Noviembre","miércoles, 07 de noviembre de 2018","Empresas","Reunión diagnóstica inicial en empresas","Central Ganadera","Empresas comerciales y de servicios ","CR 43A #30-25","Astorga","Comuna5Castilla",1,0,1,"0",0,0,0,0,0,0,0,0,"0",1,0,0,0,0,1,0,0,0,1,0,0,5
"2124",2124,"Noviembre","jueves, 08 de noviembre de 2018","Empresas","Reunión diagnóstica inicial en empresas","Ceiba Software","Actores Viales en General","Cl 71 # 65-150","Cuarta brigada","Comuna15Guayabal",1,1,0,"0",1,0,0,0,0,0,2,1,"0",0,0,0,0,0,0,0,0,0,1,0,0,15
"2125",2125,"Noviembre","jueves, 08 de noviembre de 2018","Empresas","Taller de educación vial","Consorcio Interalumbrado Municipio de Medellín","Actores Viales en General","Cr 56 72A 94","El Progreso","Comuna11LaurelesEstadio",26,5,21,"0",2,3,0,0,0,1,17,2,"0",10,11,0,0,0,11,6,4,0,0,2,12,11
"2126",2126,"Noviembre","jueves, 08 de noviembre de 2018","Intervenciones en vía y trámites","Intervención en vía pública buen parqueo","Intervención Buen Parqueo Astorga","Empresas con Plan Estratégico de Seguridad vial.","Cr 45 56 47","Villa Carlota","Comuna14ElPoblado",212,76,136,"0",20,49,7,51,0,6,0,2,"0",45,82,9,67,0,19,49,1,0,0,1,4,14
"2127",2127,"Noviembre","viernes, 09 de noviembre de 2018","Intervenciones en vía y trámites","Intervención en vía sitio de mayor incidentalidad","Intervención en vía pública Cuarta Brigada","Empresas de Motociclistas ( Mensajería, Domiciliarios, Seguridad, Servicios.)","Cll 60 56A 38","La Florida","Comuna11LaurelesEstadio",193,112,81,"0",14,72,26,111,0,1,0,0,"0",39,26,16,79,1,1,0,0,0,0,1,0,11
"2128",2128,"Noviembre","martes, 06 de noviembre de 2018","Empresas","Reunión diagnóstica inicial en empresas","Envía colvanes","Empresas comerciales y de servicios ","Calle 68A # 106c - 26","Rosales","Comuna7Robledo",2,1,1,"0",0,1,0,0,0,0,0,1,"0",0,1,0,0,0,0,1,0,0,0,1,0,7
"2129",2129,"Noviembre","martes, 06 de noviembre de 2018","Empresas","Reunión diagnóstica inicial en empresas","Arus","Empresas con Plan Estratégico de Seguridad vial.","Calle  # 52 - 54","Patio Bonito","Comuna14ElPoblado",2,2,0,"0",1,1,0,2,0,0,2,0,"0",0,0,0,0,0,0,0,0,0,0,1,0,14
"2130",2130,"Noviembre","miércoles, 07 de noviembre de 2018","Empresas","Taller de educación vial","Comercial Card","Actores Viales en General","Clle 101 # 65 - 125","Perpetuo Socorro","Comuna14ElPoblado",20,11,9,"0",5,6,0,7,0,2,0,0,"0",3,5,1,1,1,5,2,0,0,0,1,0,14
"2131",2131,"Noviembre","jueves, 08 de noviembre de 2018","Empresas","Taller de educación vial","CIR Ingeniería","Actores Viales en General","Clle 90 # 72 - 66 ","Patio Bonito","Comuna16Belén",21,3,18,"0",0,3,0,3,0,0,0,0,"0",0,18,0,0,0,3,15,0,0,0,1,3,16
"2132",2132,"Noviembre","miércoles, 07 de noviembre de 2018","Incidencia, gestión y articulación","Experiencia-Encarrete","Centro Comercial Oviedo","Actores Viales en General","Calle 68A # 106c - 26","Perpetuo Socorro","Comuna14ElPoblado",177,39,138,"0",23,16,0,0,0,34,0,5,"0",69,69,0,0,0,136,0,2,0,0,1,3,14
"2133",2133,"Noviembre","jueves, 08 de noviembre de 2018","Incidencia, gestión y articulación","Experiencia-Encarrete","Centro Comercial Premium Plaza","Actores Viales en General","CL 77 Cra 55","El progreso","Comuna10LaCandelaria",228,67,161,"0",27,39,0,0,0,19,0,48,"0",94,66,0,0,0,153,6,2,0,0,1,4,10
"2134",2134,"Noviembre","viernes, 09 de noviembre de 2018","Incidencia, gestión y articulación","Experiencia-Encarrete","Centro Comercial Oviedo","Actores Viales en General","CL 50 CR 77B","Itagûi","Comuna14ElPoblado",144,34,110,"1",15,19,0,0,0,27,0,7,"1",61,49,0,0,0,110,0,0,0,0,1,7,14
"2135",2135,"Noviembre","sábado, 10 de noviembre de 2018","Incidencia, gestión y articulación","Experiencia-Encarrete","Centro Comercial Premium Plaza","Empresas con Plan Estratégico de Seguridad vial.","CR 46 - 57 ","Villa Nueva","Comuna10LaCandelaria",303,97,206,"0",52,45,0,0,0,53,0,44,"0",118,88,0,0,0,175,29,2,0,0,1,7,10
"2136",2136,"Noviembre","domingo, 11 de noviembre de 2018","Incidencia, gestión y articulación","Experiencia-Encarrete","Centro Comercial Florida ","Empresas comerciales y de servicios ","crra 36 # 84 b - 140","Chagualo","Comuna5Castilla",330,111,219,"0",58,49,0,0,0,94,2,17,"0",108,101,0,0,0,182,0,37,0,0,1,0,5
"2137",2137,"Noviembre","miércoles, 07 de noviembre de 2018","Empresas","Taller de educación vial","Enecon","Empresas con Plan Estratégico de Seguridad vial.","calle 103 # 33 D - 75","Tejelo","Comuna80SanAntoniodePrado",38,22,16,"4",12,10,0,8,0,5,0,7,"10",4,11,1,6,0,6,3,1,0,0,1,0,80
"2138",2138,"Noviembre","viernes, 09 de noviembre de 2018","Empresas","Taller de educación vial","Ortopedica TAO","Clubes de Vida ","Carrera 48 # 20 -103","la Candelaria","Comuna10LaCandelaria",15,7,8,"0",0,7,0,4,0,1,2,2,"0",0,6,2,4,0,2,2,0,0,0,1,0,10
"2139",2139,"Noviembre","sábado, 10 de noviembre de 2018","Empresas","Taller de educación vial","Logística colombiana de transporte","Personas Habitantes de Calle ","Calle 58 #36B40","Castilla","Comuna10LaCandelaria",17,11,6,"0",3,8,0,7,0,1,0,1,"0",1,5,0,0,0,3,3,0,1,0,0,0,10
"2140",2140,"Noviembre","miércoles, 07 de noviembre de 2018","Poblaciones especiales","Taller de educación vial","Años Felices ","Clubes de Vida ","Carrera 50 # 38 - 50","Alfonso lopez ","Comuna5Castilla",34,32,2,"0",0,0,32,32,0,0,0,0,"0",0,0,2,2,0,0,0,0,1,0,0,0,5
"2141",2141,"Noviembre","miércoles, 07 de noviembre de 2018","Poblaciones especiales","Taller de educación vial","UPSE","Clubes de Vida ","Cra.72 N°95-20","Tejelo","Comuna10LaCandelaria",23,2,21,"0",2,0,0,2,0,0,0,0,"0",0,0,21,21,0,0,0,0,1,0,0,0,10
"2142",2142,"Noviembre","lunes, 08 de octubre de 2018","Poblaciones especiales","Taller de educación vial","Abuelos Alegres","Clubes de Vida ","CL 77 Cra 55","Miranda ","Comuna5Castilla",32,30,2,"0",0,0,30,30,0,0,0,0,"0",0,0,2,2,0,0,0,0,1,0,0,0,5
"2143",2143,"Noviembre","lunes, 08 de octubre de 2018","Poblaciones especiales","Reunión externa de gestión","Un Nuevo Amanecer","Niños y niñas de instituciones educativas entre 6 y 14 años.
","CL 50 CR 77B","Cuarta brigada","Comuna5Castilla",1,1,0,"0",0,0,1,1,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,0,0,0,5
"2144",2144,"Noviembre","lunes, 08 de octubre de 2018","Poblaciones especiales","Taller de educación vial","Años Felices ","Actores Viales en General","CR 43 A CLL 12 SUR","Villa Nueva","Comuna5Castilla",23,22,1,"0",0,0,22,22,0,0,0,0,"0",0,0,1,1,0,0,0,0,0,0,1,3,5
"2145",2145,"Noviembre","martes, 06 de noviembre de 2018","Parque Educativo de Movilidad","Taller de educación vial","Institucion Educativa Enrique Olaya Herrera","Actores Viales en General","CLL 10B  35 08 ","Manrique","Comuna4Aranjuez",23,10,13,"0",0,2,0,10,0,0,0,0,"0",0,0,0,13,0,0,0,0,0,0,1,6,4
"2146",2146,"Noviembre","miércoles, 07 de noviembre de 2018","Intervenciones en vía y trámites","Intervención en vía sitio de mayor incidentalidad","Intervención en vía pública Cuarta Brigada","Estudiantes","CR 43 F 24 - 18","Granizal","Comuna11LaurelesEstadio",283,156,127,"8",17,91,38,156,0,0,0,0,"13",34,57,25,121,5,1,0,0,0,0,2,9,11
"2147",2147,"Noviembre","viernes, 09 de noviembre de 2018","Intervenciones en vía y trámites","Intervención en vía sitio de mayor incidentalidad","Intervención en vía pública Villa Nueva","Estudiantes","CR 53 76 - 115","Poblado","Comuna10LaCandelaria",689,412,277,"10",78,235,96,412,0,0,0,0,"11",40,142,91,277,0,0,0,0,0,0,0,0,10
"2148",2148,"Noviembre","martes, 06 de noviembre de 2018","Experiencia-Aula Móvil","Aula Móvil en Instituciones educativas e IES","I.E Montecarlo","Empleados","CR 53 76 - 115","Boston","Comuna3Manrique",392,208,184,"3",208,0,0,208,0,0,0,0,"4",184,0,0,184,0,0,0,0,0,0,0,0,3
"2149",2149,"Noviembre","martes, 06 de noviembre de 2018","Experiencia-Encarrete","Encarrete Instituciones Educativas e IES","I.E María de los Angeles Cano","Estudiantes","CR 53 76 - 115","Centro","Comuna1Popular",265,113,152,"0",113,0,0,113,0,0,7,0,"0",152,0,0,152,0,0,0,0,0,0,0,0,1
"2150",2150,"Noviembre","miércoles, 07 de noviembre de 2018","Empresas","Experiencia-Encarrete","Encarrete Autoamerica industriales","Empleados","CR 53 76 - 115","Castilla","Comuna14ElPoblado",48,15,33,"0",10,5,0,6,1,1,0,0,"0",12,21,0,2,2,7,20,2,0,0,0,0,14
"2151",2151,"Noviembre","miércoles, 07 de noviembre de 2018","Experiencia-Aula Móvil","Aula Móvil en Instituciones educativas e IES","I. E Alfonso López Pumarejo","Estudiantes","CR 43A - B CLL 9 - 10","Miranda ","Comuna10LaCandelaria",457,253,204,"0",253,0,0,253,0,0,6,0,"0",204,0,0,204,0,0,0,0,0,0,0,0,10
"2152",2152,"Noviembre","jueves, 08 de noviembre de 2018","Empresas","Experiencia-Encarrete","Encarrete Empresa Autoamérica palace","Niños y niñas de instituciones educativas entre 6 y 14 años.
","con Cll  77 Cra 53","Cuarta brigada","Comuna10LaCandelaria",78,38,40,"0",14,24,0,27,1,3,0,1,"0",20,19,1,16,2,15,7,0,0,0,0,0,10
"2153",2153,"Noviembre","viernes, 09 de noviembre de 2018","Experiencia-Aula Móvil","Aula Móvil en Instituciones educativas e IES","I.E Jesús Maria el Rosal","Actores Viales en General","con Cll  77 Cra 53","Aguacatala","Comuna5Castilla",313,313,0,"0",313,0,0,313,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,1,2,5
"2154",2154,"Noviembre","martes, 06 de noviembre de 2018","Parque Educativo de Movilidad","Taller de educación vial","Institucion Educativa Enrique Olaya Herrera","Actores Viales en General","Cra 40 con Cll 50","Las Lomas 1 ","Comuna4Aranjuez",22,9,13,"0",0,1,0,9,0,0,0,0,"0",0,0,0,13,0,0,0,0,0,0,1,6,4
"2155",2155,"Noviembre","martes, 06 de noviembre de 2018","Intervenciones en vía y trámites","Intervención en vía sitio de mayor incidentalidad","Intervención en vía pública Cuarta Brigada","Actores Viales en General","Cra. 43A 30 25","Villa Carlota","Comuna11LaurelesEstadio",439,254,185,"8",78,125,42,250,4,0,2,0,"13",104,58,19,185,0,0,0,0,0,0,2,8,11
"2156",2156,"Noviembre","martes, 13 de noviembre de 2018","Intervenciones en vía y trámites","Intervención en vía pública buen parqueo","Buen Parqueo Virgen de la Aguacatala ","Actores Viales en General","Cra. 70 N° 52 – 49","Miranda ","Comuna14ElPoblado",168,68,100,"9",25,35,8,40,0,18,8,8,"4",36,64,0,49,0,44,7,0,0,0,1,6,14
"2157",2157,"Noviembre","viernes, 16 de noviembre de 2018","Intervenciones en vía y trámites","Intervención en vía pública buen parqueo","Buen Parqueo El Poblado","Niños y niñas de instituciones educativas entre 6 y 14 años.
","Cra. 43A 30 25","Miranda ","Comuna14ElPoblado",72,24,48,"0",10,14,0,7,0,3,8,6,"0",9,38,1,10,0,23,13,2,0,0,1,14,14
"2158",2158,"Noviembre","martes, 13 de noviembre de 2018","Intervenciones en vía y trámites","Intervención en vía pública buen parqueo","Intervención en vía Buen Parqueo Villa Carlota","Niños y niñas de instituciones educativas entre 6 y 14 años.
","Cra. 43A 30 25","Miranda ","Comuna14ElPoblado",325,37,288,"0",12,25,0,25,0,0,0,4,"0",58,230,0,59,0,125,97,7,0,0,1,3,14
"2159",2159,"Noviembre","miércoles, 14 de noviembre de 2018","Parque Educativo de Movilidad","Taller de educación vial","Institución Educativa Santa Juana de Lestonac","Niños y niñas de instituciones educativas entre 6 y 14 años.
","CR 64 C  72  58","Miranda ","Comuna4Aranjuez",35,35,0,"0",0,1,0,35,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,1,3,4
"2160",2160,"Noviembre","jueves, 15 de noviembre de 2018","Parque Educativo de Movilidad","Taller de educación vial","Institución Educativa Fe y alegría villa de la candelaria","Niños y niñas de instituciones educativas entre 6 y 14 años.
","CR 64 C  72  58","El Poblado","Comuna4Aranjuez",32,20,12,"34",0,2,0,20,0,0,0,0,"0",0,0,0,12,0,0,0,0,0,0,1,3,4
"2161",2161,"Noviembre","viernes, 16 de noviembre de 2018","Parque Educativo de Movilidad","Taller de educación vial","Institución Educativa Santa Juana de Lestonac","Actores Viales en General","CR 64 C  72  58","Miranda ","Comuna4Aranjuez",42,41,1,"18",0,2,0,41,0,0,0,0,"12",0,1,0,1,0,0,0,0,0,0,1,3,4
"2162",2162,"Noviembre","viernes, 16 de noviembre de 2018","Parque Educativo de Movilidad","Taller de educación vial","Institución Educativa Santa Juana de Lestonac","Niños y niñas de instituciones educativas entre 6 y 14 años.
","CR 64 C  72  58","Miranda ","Comuna4Aranjuez",46,46,0,"39",0,3,0,46,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,1,9,4
"2163",2163,"Noviembre","domingo, 18 de noviembre de 2018","Incidencia, gestión y articulación","Acuerdo municipal","(Semana del Compromiso Vial) Dia mundial víctimas de siniestros viales","Niños y niñas de instituciones educativas entre 6 y 14 años.
","CR 64 C  72  58","Bostón","Comuna14ElPoblado",1002,538,464,"43",170,279,67,509,29,0,0,0,"0",113,267,62,449,15,0,0,0,0,0,1,3,14
"2164",2164,"Noviembre","martes, 13 de noviembre de 2018","Parque Educativo de Movilidad","Taller de educación vial","Institucion Educativa Enrique Olaya Herrera","Actores Viales en General","CR 64 C  72  58","Perpetuo Socorro","Comuna4Aranjuez",41,21,20,"22",0,1,0,20,0,1,0,0,"22",0,1,0,19,0,1,0,0,0,0,1,3,4
"2165",2165,"Noviembre","martes, 13 de noviembre de 2018","Parque Educativo de Movilidad","Taller de educación vial","Institución Educativa Fe y alegría villa de la candelaria","Actores Viales en General","Calle 16 # 45 - 180","Estadio","Comuna4Aranjuez",40,23,17,"20",0,2,0,23,0,0,2,0,"19",0,0,0,17,0,0,0,0,0,0,2,8,4
"2166",2166,"Noviembre","sábado, 17 de noviembre de 2018","Intervenciones en vía y trámites","Intervención en vía pública buen parqueo","Intervención en vía Buen Parqueo Placita de Flores","Estudiantes","TV 78  65 32","Perpetuo Socorro","Comuna10LaCandelaria",248,84,164,"21",36,47,1,75,0,7,0,0,"17",60,91,13,155,0,5,4,0,0,0,1,3,10
"2167",2167,"Noviembre","miércoles, 14 de noviembre de 2018","Incidencia, gestión y articulación","Experiencia-Encarrete","Centro Comercial Premium Plaza","Actores Viales en General","TV 78  65 32","Perpetuo Socorro","Comuna10LaCandelaria",506,219,287,"0",168,51,0,0,0,137,0,82,"0",200,87,0,0,0,230,0,57,0,0,1,5,10
